夜色频道,#genre#
三沙卫视,http://38.75.136.137:98/gslb/dsdqpub/ssws.m3u8?auth=testpub
三沙卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ssws
山东卫视,http://38.75.136.137:98/gslb/dsdqpub/sdwshd.m3u8?auth=testpub
山东卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sdwshd
山东卫视,http://118.193.115.2:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://123.113.101.206:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://223.14.160.144:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://fuxin.yunjifei.top:999/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://139.227.221.119:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://shlt.sohu.blog:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://122.228.104.230:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://60.187.246.177:9901/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://182.37.41.46:8154/tsfile/live/0131_1.m3u8?key=txiptv
山东卫视,http://223.75.149.129:9906/tsfile/live/0131_1.m3u8?key=txiptv
山西卫视,http://38.75.136.137:98/gslb/dsdqpub/sxwshd.m3u8?auth=testpub
山西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=sxwshd
山西卫视,http://223.14.160.144:9901/tsfile/live/0118_1.m3u8?key=txiptv
山西卫视,http://122.228.104.230:9901/tsfile/live/0118_1.m3u8?key=txiptv
陕西卫视,http://38.75.136.137:98/gslb/dsdqpub/snwshd.m3u8?auth=testpub
陕西卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=snwshd
深圳卫视,http://38.75.136.137:98/gslb/dsdqpub/szwshd.m3u8?auth=testpub
深圳卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=szwshd
深圳卫视,http://118.193.115.2:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://123.113.101.206:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://fuxin.yunjifei.top:999/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://139.227.221.119:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://shlt.sohu.blog:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://122.228.104.230:9901/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://182.37.41.46:8154/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://120.202.94.181:9446/tsfile/live/0126_1.m3u8?key=txiptv
深圳卫视,http://223.75.149.129:9906/tsfile/live/0126_1.m3u8?key=txiptv
四川卫视,http://38.75.136.137:98/gslb/dsdqpub/scwshd.m3u8?auth=testpub
四川卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=scwshd
四川卫视,http://223.14.160.144:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://fuxin.yunjifei.top:999/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://60.187.246.177:9901/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://182.37.41.46:8154/tsfile/live/0123_1.m3u8?key=txiptv
四川卫视,http://223.75.149.129:9906/tsfile/live/0123_1.m3u8?key=txiptv
天津卫视,http://38.75.136.137:98/gslb/dsdqpub/tjwshd.m3u8?auth=testpub
天津卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=tjwshd
天津卫视,http://118.193.115.2:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://123.113.101.206:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://223.14.160.144:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://fuxin.yunjifei.top:999/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://139.227.221.119:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://shlt.sohu.blog:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://122.228.104.230:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://60.187.246.177:9901/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://182.37.41.46:8154/tsfile/live/0135_1.m3u8?key=txiptv
天津卫视,http://223.75.149.129:9906/tsfile/live/0135_1.m3u8?key=txiptv
西藏卫视,http://fuxin.yunjifei.top:999/tsfile/live/0111_1.m3u8?key=txiptv
西藏卫视,http://122.228.104.230:9901/tsfile/live/0111_1.m3u8?key=txiptv
新疆卫视,http://38.75.136.137:98/gslb/dsdqpub/xjws.m3u8?auth=testpub
新疆卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=xjws
新疆卫视,http://118.193.115.2:9901/tsfile/live/0110_1.m3u8?key=txiptv
新疆卫视,http://fuxin.yunjifei.top:999/tsfile/live/0110_1.m3u8?key=txiptv
云南卫视,http://38.75.136.137:98/gslb/dsdqpub/ynwshd.m3u8?auth=testpub
云南卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=ynwshd
云南卫视,http://223.14.160.144:9901/tsfile/live/0119_1.m3u8?key=txiptv
云南卫视,http://fuxin.yunjifei.top:999/tsfile/live/0119_1.m3u8?key=txiptv
云南卫视,http://182.37.41.46:8154/tsfile/live/0119_1.m3u8?key=txiptv
云南卫视,http://223.75.149.129:9906/tsfile/live/0119_1.m3u8?key=txiptv
浙江卫视,http://69.30.246.194/live/zjws.m3u8
浙江卫视,http://38.75.136.137:98/gslb/dsdqpub/zjwshd.m3u8?auth=testpub
浙江卫视,http://63.141.230.178:82/gslb/zbdq5.m3u8?id=zjwshd
赞助获取,https://cloud.7so.top/f/rR7AS2/zz.mp4
会员密码,https://pan.ymxx.net/f/oZjSY/zs.mp4
Q:1243324831,https://chuxinya.top/f/3QZli2/zs.mp4
播放卡顿,https://cloud.7so.top/f/rR7AS2/zz.mp4
切换线路,https://cloud.7so.top/f/rR7AS2/zz.mp4
超时设置,https://cloud.7so.top/f/rR7AS2/zz.mp4
30S 最佳,https://cloud.7so.top/f/rR7AS2/zz.mp4
浙江卫视,http://118.193.115.2:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://123.113.101.206:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://223.14.160.144:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://fuxin.yunjifei.top:999/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://139.227.221.119:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://shlt.sohu.blog:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://122.228.104.230:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://60.187.246.177:9901/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://182.37.41.46:8154/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://120.202.94.181:9446/tsfile/live/0124_1.m3u8?key=txiptv
浙江卫视,http://223.75.149.129:9906/tsfile/live/0124_1.m3u8?key=txiptv
旅游卫视,http://139.227.221.119:9901/tsfile/live/0114_1.m3u8?key=txiptv
旅游卫视,http://shlt.sohu.blog:9901/tsfile/live/0114_1.m3u8?key=txiptv
广东卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=eu7moS&tk=GMIohWv7E7NV
深圳卫視,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=o96KtO&tk=GMIohWv7E7NV
北京卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=AwwYCf&tk=GMIohWv7E7NV
东方卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=jzjNea&tk=GMIohWv7E7NV
江苏卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=wrxlJw&tk=GMIohWv7E7NV
浙江卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=bXJQxc&tk=GMIohWv7E7NV
湖南卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=5DV8Mw&tk=GMIohWv7E7NV
湖北卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=sk8Fmo&tk=GMIohWv7E7NV
安徽卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=Uhzlu2&tk=GMIohWv7E7NV
山东卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=z6otkA&tk=GMIohWv7E7NV
天津卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=7AT8aS&tk=GMIohWv7E7NV
广西卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=JSG9S9&tk=GMIohWv7E7NV
黑龙江卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=8Ylpvr&tk=GMIohWv7E7NV
海南卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=RvWVdD&tk=GMIohWv7E7NV
重庆卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=zfDPcw&tk=GMIohWv7E7NV
四川卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=tYjtAG&tk=GMIohWv7E7NV
河南卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=bpLzMy&tk=GMIohWv7E7NV
东南卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=lrV9xZ&tk=GMIohWv7E7NV
赞助获取,https://cloud.7so.top/f/rR7AS2/zz.mp4
会员密码,https://pan.ymxx.net/f/oZjSY/zs.mp4
Q:1243324831,https://chuxinya.top/f/3QZli2/zs.mp4
播放卡顿,https://cloud.7so.top/f/rR7AS2/zz.mp4
切换线路,https://cloud.7so.top/f/rR7AS2/zz.mp4
超时设置,https://cloud.7so.top/f/rR7AS2/zz.mp4
30S 最佳,https://cloud.7so.top/f/rR7AS2/zz.mp4
贵州卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=VV42Rv&tk=GMIohWv7E7NV
江西卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=6TRGnB&tk=GMIohWv7E7NV
辽宁卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=Ub6uti&tk=GMIohWv7E7NV
河北卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=0V5JjZ&tk=GMIohWv7E7NV
陕西卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=UjXnrb&tk=GMIohWv7E7NV
内蒙古卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=Meovoh&tk=GMIohWv7E7NV
甘肃卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=BCXK0E&tk=GMIohWv7E7NV
宁夏卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=YO0TKi&tk=GMIohWv7E7NV
山西卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=g8pKVn&tk=GMIohWv7E7NV
云南卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=29HeRX&tk=GMIohWv7E7NV
吉林卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=JS9YIP&tk=GMIohWv7E7NV
青海卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=bpBsO3&tk=GMIohWv7E7NV
西藏卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=BOFK1K&tk=GMIohWv7E7NV
新疆卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=XJ7Wyo&tk=GMIohWv7E7NV
兵团卫视,http://kkk.888.3116598.xyz/api.php?n=Bpjt&id=n8Hjwk&tk=GMIohWv7E7NV


💎港🇭🇰测💎O,#genre#
翡翠台,https://cdn6.163189.xyz/163189/fct
HOY78,https://cdn.163189.xyz/163189/hoy78
now新闻台,http://cdn.163189.xyz/163189/now
TVBPlus,https://iptv.707626.xyz/ch/c5b298dd4959390d55e5028330511be1/master.m3u8
星影台,https://iptv.707626.xyz/ch/d435662d54b451d96cdb1bc534b4de82/master.m3u8
爆谷台,https://iptv.707626.xyz/ch/68527adcbbc4f6f0c815314a24d71aaf/master.m3u8
PopC,https://iptv.707626.xyz/ch/daeefde9dc8798b55bca340479357ebf/master.m3u8
功夫台,https://iptv.707626.xyz/ch/30116d4d4a2bffae6048fcf2b8df944a/master.m3u8
千禧经典台,https://iptv.707626.xyz/ch/76a00255d5a3433482bd21dcab9c2493/master.m3u8
娱乐新闻台,https://iptv.707626.xyz/ch/ad60506f0a7a41a03d9dbd1b59129066/master.m3u8
戏曲台,https://iptv.707626.xyz/ch/946d411d2abf0ef028a65d1658e7865b/master.m3u8
星河频道,https://iptv.707626.xyz/ch/35a8b1635c056f83fcb56fe163a0b487/master.m3u8
无线新闻台,https://iptv.707626.xyz/ch/6be62e159f4a470cce4593fc6a780cd5/master.m3u8
美亚电影台,https://iptv.707626.xyz/ch/a4b55ca9ac177e194e6df0d37b500a3c/master.m3u8


翡翠台双音轨双字幕,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=SDsUDT&tk=SLK5QjnsRiya
TVB Plus双音轨双字幕,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=c3X7S0&tk=SLK5QjnsRiya
無綫新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ovRE94&tk=SLK5QjnsRiya
明珠台双音轨双字幕,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=suGQDy&tk=SLK5QjnsRiya
Now 新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=TkL6PN&tk=SLK5QjnsRiya
ViuTV双音轨,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=wuFMkF&tk=SLK5QjnsRiya
ViuTVsix双音轨,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=hYohEz&tk=SLK5QjnsRiya
鳳凰衛視中文台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=GUCIFH&tk=SLK5QjnsRiya
鳳凰衛視資訊台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Faxroa&tk=SLK5QjnsRiya
鳳凰衛視香港台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=nTrwL1&tk=SLK5QjnsRiya
翡翠台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=CHmSry&tk=SLK5QjnsRiya
無綫新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=K5UCla&tk=SLK5QjnsRiya
TVB Plus,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=aCMBgd&tk=SLK5QjnsRiya
Nick Jr.,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=VQHDmX&tk=SLK5QjnsRiya
Nickelodeon,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=xYmktD&tk=SLK5QjnsRiya
Now星影台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=9Yd1yK&tk=SLK5QjnsRiya
Now爆谷台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Dum9sK&tk=SLK5QjnsRiya
PopC电影,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=LQqn1U&tk=SLK5QjnsRiya
ROCK Action,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=RhYj3n&tk=SLK5QjnsRiya
Thrill,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=SYnK64&tk=SLK5QjnsRiya
ZooMoo,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=RoSTPJ&tk=SLK5QjnsRiya
功夫台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=58Woer&tk=SLK5QjnsRiya
千禧經典台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=J5Sbam&tk=SLK5QjnsRiya
娛樂新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=OwCNvU&tk=SLK5QjnsRiya
TVB戲曲台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=oHbEso&tk=SLK5QjnsRiya
星河頻道,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=5rfJoq&tk=SLK5QjnsRiya
美亞電影台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=R0cwuO&tk=SLK5QjnsRiya
黃金華劇台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Y9kdAm&tk=SLK5QjnsRiya
三立綜合台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=vrp4No&tk=SLK5QjnsRiya
中天新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=jI8pXG&tk=SLK5QjnsRiya
中視新聞,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=BPKZgZ&tk=SLK5QjnsRiya
博斯無限台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=scw6id&tk=SLK5QjnsRiya
台視新聞,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=TYYf7Q&tk=SLK5QjnsRiya
寰宇新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=2sC4R9&tk=SLK5QjnsRiya
龙祥时代,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=4Vqzbo&tk=SLK5QjnsRiya
愛爾達娛樂台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=L72E6f&tk=SLK5QjnsRiya
東森新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Ijw0HC&tk=SLK5QjnsRiya
民視,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=4wNEwP&tk=SLK5QjnsRiya
民視影劇台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Wkf0va&tk=SLK5QjnsRiya
民視新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=3dTB8k&tk=SLK5QjnsRiya
民視第一台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Dr1xw4&tk=SLK5QjnsRiya
民視綜藝台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=MjnYUP&tk=SLK5QjnsRiya
華視新聞,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=3pLPQH&tk=SLK5QjnsRiya
非凡新聞台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=1IEf8v&tk=SLK5QjnsRiya
龍華洋片台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=P4JMrn&tk=SLK5QjnsRiya
龍華電影台,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ZcFnhW&tk=SLK5QjnsRiya
FIGHT SPORTS HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Kx2BrD&tk=SLK5QjnsRiya
Hub Premier 1 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=9rI11m&tk=SLK5QjnsRiya
Hub Premier 2 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=q8jALN&tk=SLK5QjnsRiya
Hub Premier 3 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=FmyrU8&tk=SLK5QjnsRiya
Hub Premier 4 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=RBcFE1&tk=SLK5QjnsRiya
Hub Premier 5 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=k4SKPd&tk=SLK5QjnsRiya
Hub Premier 6 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=IF6yOy&tk=SLK5QjnsRiya
Hub Premier 7 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=NjMFWf&tk=SLK5QjnsRiya
Hub Premier 8 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=E5GyHR&tk=SLK5QjnsRiya
Hub Sports 1 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ssYN4M&tk=SLK5QjnsRiya
Hub Sports 2 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=zVmdzM&tk=SLK5QjnsRiya
Hub Sports 3 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=IbxeoG&tk=SLK5QjnsRiya
Hub Sports 4 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=JT3NQT&tk=SLK5QjnsRiya
Hub Sports 5 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=tiBXEF&tk=SLK5QjnsRiya
Hub Sports 6 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=hEnOj2&tk=SLK5QjnsRiya
Hub Sports 7 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=nXW2FJ&tk=SLK5QjnsRiya
Hub Sports 8 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=h20z52&tk=SLK5QjnsRiya
beIN Sports 2 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ni6TJT&tk=SLK5QjnsRiya
beIN Sports 3 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=poj98h&tk=SLK5QjnsRiya
beIN Sports 4 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=vWWCHW&tk=SLK5QjnsRiya
beIN Sports 5 HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=rElpVs&tk=SLK5QjnsRiya
beIN Sports HD,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=YBFGeA&tk=SLK5QjnsRiya
ACC Digital Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=KRN3Ld&tk=SLK5QjnsRiya
Altitude Sports,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=kXtz2B&tk=SLK5QjnsRiya
Big Ten Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=7wxCMy&tk=SLK5QjnsRiya
Bloomberg Television 4K,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=UraSZp&tk=SLK5QjnsRiya
CBS Sports Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ERC8Fi&tk=SLK5QjnsRiya
Clarity 4K,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=aKVO3z&tk=SLK5QjnsRiya
Cosmote Sport 1 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=fO4rr9&tk=SLK5QjnsRiya
Cosmote Sport 2 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=PuyuXX&tk=SLK5QjnsRiya
Cosmote Sport 3 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=3pxqlT&tk=SLK5QjnsRiya
Cosmote Sport 4 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=KFEKOk&tk=SLK5QjnsRiya
Cosmote Sport 5 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=dN3lIA&tk=SLK5QjnsRiya
Cosmote Sport 6 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=quaj8O&tk=SLK5QjnsRiya
Cosmote Sport 7 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=e2ehSz&tk=SLK5QjnsRiya
Cosmote Sport 8 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=gS3Itl&tk=SLK5QjnsRiya
Cosmote Sport 9 GR,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=pSLKU1&tk=SLK5QjnsRiya
DAZN Ringside,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=trjBc3&tk=SLK5QjnsRiya
ESPN,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=k2eqFZ&tk=SLK5QjnsRiya
ESPN Deportes,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=0HgAgx&tk=SLK5QjnsRiya
ESPN2,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=3nr7nM&tk=SLK5QjnsRiya
ESPN8: The Ocho,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=JRAjQD&tk=SLK5QjnsRiya
ESPNEWS,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ilJxhR&tk=SLK5QjnsRiya
ESPNU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=sJGSIM&tk=SLK5QjnsRiya
EuroSport 1 UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=qKzjkF&tk=SLK5QjnsRiya
EuroSport 2 UK,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=ybzzCU&tk=SLK5QjnsRiya
F1 Channel,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=RpdAWy&tk=SLK5QjnsRiya
FS1,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=GfWtGG&tk=SLK5QjnsRiya
FS2,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=G9y5B2&tk=SLK5QjnsRiya
FanDuel Racing,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=UOX57V&tk=SLK5QjnsRiya
FanDuel TV,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=CKoGyc&tk=SLK5QjnsRiya
FanDuel TV Extra,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=qzRVhZ&tk=SLK5QjnsRiya
Fox Sports 501 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=7qxlPq&tk=SLK5QjnsRiya
Fox Sports 502 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=eiVEhE&tk=SLK5QjnsRiya
Fox Sports 503 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=cTtjn4&tk=SLK5QjnsRiya
Fox Sports 504 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=P3ZD1H&tk=SLK5QjnsRiya
Fox Sports 505 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Pv1dq7&tk=SLK5QjnsRiya
Fox Sports 506 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=iJs8A7&tk=SLK5QjnsRiya
Fox Sports 507 AU,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=vkOH0s&tk=SLK5QjnsRiya
Fubo Sports Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=G4Bd1i&tk=SLK5QjnsRiya
Golf Channel,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=cRSDXE&tk=SLK5QjnsRiya
HBO Boxing,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=QvWMjB&tk=SLK5QjnsRiya
Loupe 4K,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=kPoky0&tk=SLK5QjnsRiya
Love Nature 4K CA,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=KYt3K3&tk=SLK5QjnsRiya
MLB Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=cCi8Id&tk=SLK5QjnsRiya
MSG,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=VouCif&tk=SLK5QjnsRiya
MSG SportsZone,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=anTh6S&tk=SLK5QjnsRiya
Marquee Sports Network,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=zigeOd&tk=SLK5QjnsRiya
MotoGP TV,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=G5WQX5&tk=SLK5QjnsRiya
NASCAR Channel,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=7EX50E&tk=SLK5QjnsRiya
NBA TV,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=p1A2xB&tk=SLK5QjnsRiya
NBC Sports Bay Area,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=Lm0QNH&tk=SLK5QjnsRiya
NBC Sports Boston,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=NCEj6Y&tk=SLK5QjnsRiya
NBC Sports California,http://bak.dou.ddns-ip.net/api.php?n=xxxtw&id=aKHWN5&tk=SLK5QjnsRiya
